# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Mar 23 20:23:55 2018
#
# COLUMN plntname:       Planet Name
# COLUMN centralwavelng: Central Wavelength [microns]
# COLUMN bandwidth:      Band Width [microns]
# COLUMN plntransdep:    Transit Depth [percentage]
# COLUMN plnradj:        Planet Radius [Jupiter radii]
# COLUMN plnratror:      Ratio of Planet to Stellar Radius
# COLUMN plntranmid:     Transit Mid-Point [BJD]
# COLUMN plntranreflink: Reference
# COLUMN facility:       Facility
# COLUMN instrument:     Instrument
#
rowid,plntname,centralwavelng,bandwidth,plntransdep,plnradj,plnratror,plntranmid,plntranreflink,facility,instrument
97,GJ 1214 b,0.88496,,,,0.11595,2455399.556041,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.438.2395W target=ref> Wilson et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
98,GJ 1214 b,3.60000,,,0.257,0.11638,2454980.749000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..21G target=ref> Gillon et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
99,GJ 1214 b,4.50000,,,0.258,0.11694,2454980.749000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..21G target=ref> Gillon et al. 2014</a>,Spitzer Space Telescope satellite,Infrared Array Camera (IRAC)
100,HAT-P-12 b,1.10800,,,,0.13788,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
101,HAT-P-12 b,1.13200,,,,0.13708,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
102,HAT-P-12 b,1.15500,,,,0.13737,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
103,HAT-P-12 b,1.17900,,,,0.13824,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
104,HAT-P-12 b,1.20200,,,,0.13921,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
105,HAT-P-12 b,1.22600,,,,0.13671,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
106,HAT-P-12 b,1.25000,,,,0.13572,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
107,HAT-P-12 b,1.27300,,,,0.13755,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
108,HAT-P-12 b,1.29700,,,,0.13874,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
109,HAT-P-12 b,1.32000,,,,0.13646,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
110,HAT-P-12 b,1.34400,,,,0.13744,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
111,HAT-P-12 b,1.36700,,,,0.13689,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
112,HAT-P-12 b,1.39100,,,,0.13820,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
113,HAT-P-12 b,1.41400,,,,0.13733,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
114,HAT-P-12 b,1.43800,,,,0.13737,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
115,HAT-P-12 b,1.46200,,,,0.13914,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
116,HAT-P-12 b,1.48500,,,,0.13704,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
117,HAT-P-12 b,1.50900,,,,0.13439,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
118,HAT-P-12 b,1.53200,,,,0.13431,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
119,HAT-P-12 b,1.55600,,,,0.13494,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
120,HAT-P-12 b,1.57900,,,,0.13612,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
121,HAT-P-12 b,1.60300,,,,0.13835,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
122,HAT-P-12 b,1.62700,,,,0.13620,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..183L target=ref> Line et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
123,HAT-P-16 b,0.36000,0.11400,,,0.10586,2456290.657790,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014NewA...27..102P target=ref> Pearson et al. 2014</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
124,HD 97658 b,1.13200,0.01900,0.092600,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
125,HD 97658 b,1.15100,0.01800,0.091100,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
126,HD 97658 b,1.17000,0.02100,0.093000,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
127,HD 97658 b,1.18800,0.01800,0.092700,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
128,HD 97658 b,1.20700,0.01900,0.092400,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
129,HD 97658 b,1.22600,0.01900,0.091100,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
130,HD 97658 b,1.24500,0.01900,0.090600,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
131,HD 97658 b,1.26400,0.01900,0.094900,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
132,HD 97658 b,1.28300,0.01900,0.096500,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
133,HD 97658 b,1.30100,0.01800,0.096700,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
134,HD 97658 b,1.32000,0.01900,0.096000,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
135,HD 97658 b,1.33900,0.01900,0.094700,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
136,HD 97658 b,1.35800,0.01900,0.094500,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
137,HD 97658 b,1.37700,0.01900,0.093200,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
138,HD 97658 b,1.39600,0.01900,0.092300,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
139,HD 97658 b,1.41500,0.01900,0.092600,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
140,HD 97658 b,1.43300,0.01800,0.098400,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
141,HD 97658 b,1.45200,0.01900,0.094800,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
142,HD 97658 b,1.47100,0.01900,0.096600,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
143,HD 97658 b,1.49000,0.01900,0.094900,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
144,HD 97658 b,1.50900,0.01900,0.096900,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
145,HD 97658 b,1.52800,0.01900,0.097500,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
146,HD 97658 b,1.54600,0.01800,0.095200,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
147,HD 97658 b,1.56500,0.01900,0.094300,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
148,HD 97658 b,1.58400,0.11400,0.097000,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
149,HD 97658 b,1.60300,0.11400,0.098100,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
150,HD 97658 b,1.62200,0.11400,0.097500,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
151,HD 97658 b,1.14100,0.11400,0.096500,,,2456665.466780,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...794..155K target=ref>Knutson et al. 2014</a>,Hubble Space Telescope satellite,Wide Field Camera 3
152,WASP-6 b,0.67000,0.38000,,,0.14040,2455473.653650,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
153,WASP-6 b,0.48230,0.20900,,,0.14300,2455473.653650,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
154,WASP-6 b,0.50310,0.18800,,,0.13750,2455473.653650,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
155,WASP-6 b,0.52010,0.17300,,,0.14060,2455473.653650,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
156,WASP-6 b,0.53780,0.18000,,,0.14000,2455473.653650,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
157,WASP-6 b,0.55580,0.17900,,,0.13930,2455473.653650,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
158,WASP-6 b,0.57580,0.22300,,,0.13890,2455473.653650,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
159,WASP-6 b,0.59580,0.17600,,,0.13920,2455473.653650,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
160,WASP-6 b,0.61580,0.22300,,,0.13800,2455473.653650,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
161,WASP-6 b,0.63610,0.18500,,,0.13850,2455473.653650,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
162,WASP-6 b,0.65470,0.18500,,,0.13900,2455473.653650,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
163,WASP-6 b,0.67440,0.19100,,,0.13800,2455473.653650,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
164,WASP-6 b,0.69430,0.22500,,,0.13850,2455473.653650,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
165,WASP-6 b,0.71350,0.16000,,,0.13730,2455473.653650,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
166,WASP-6 b,0.73150,0.20000,,,0.13480,2455473.653650,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
167,WASP-6 b,0.74880,0.14700,,,0.13610,2455473.653650,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
168,WASP-6 b,0.76480,0.17200,,,0.13590,2455473.653650,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
169,WASP-6 b,0.78610,0.25400,,,0.13530,2455473.653650,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
170,WASP-6 b,0.80970,0.21700,,,0.13680,2455473.653650,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
171,WASP-6 b,0.83050,0.20000,,,0.13910,2455473.653650,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
172,WASP-6 b,0.85170,0.22500,,,0.13960,2455473.653650,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...778..184J target=ref> Jordan et al. 2013</a>,Magellan I Walter Baade Telescope,IMACS spectrograph
173,WASP-17 b,0.36500,0.06600,,,0.13400,2454558.685350,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.437.1511B target=ref> Bento et al. 2014</a>,New Technology Telescope,ULTRACAM
174,WASP-17 b,0.53000,0.07500,,,0.12770,2454558.685350,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.437.1511B target=ref> Bento et al. 2014</a>,New Technology Telescope,ULTRACAM
175,WASP-17 b,0.65800,0.13800,,,0.13340,2454558.685350,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014MNRAS.437.1511B target=ref> Bento et al. 2014</a>,New Technology Telescope,ULTRACAM
176,WASP-43 b,0.54250,0.02500,,,0.16050,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
177,WASP-43 b,0.56750,0.02500,,,0.16149,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
178,WASP-43 b,0.59250,0.02500,,,0.16097,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
179,WASP-43 b,0.61750,0.02500,,,0.15974,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
180,WASP-43 b,0.64250,0.02500,,,0.16018,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
181,WASP-43 b,0.66750,0.02500,,,0.16052,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
182,WASP-43 b,0.69250,0.02500,,,0.16085,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
183,WASP-43 b,0.71750,0.02500,,,0.16113,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
184,WASP-43 b,0.74250,0.02500,,,0.16094,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
185,WASP-43 b,0.76750,0.02500,,,0.16082,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
186,WASP-43 b,0.79250,0.02500,,,0.16027,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
187,WASP-43 b,0.81750,0.02500,,,0.15992,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
188,WASP-43 b,0.84250,0.02500,,,0.15973,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
189,WASP-43 b,0.86750,0.02500,,,0.15954,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
190,WASP-43 b,0.89250,0.02500,,,0.16018,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
191,WASP-43 b,0.91750,0.02500,,,0.16109,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
192,WASP-43 b,0.54950,0.01000,,,0.15967,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
193,WASP-43 b,0.55950,0.01000,,,0.16138,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
194,WASP-43 b,0.56950,0.01000,,,0.16172,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
195,WASP-43 b,0.57950,0.01000,,,0.16087,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
196,WASP-43 b,0.58950,0.01000,,,0.16240,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
197,WASP-43 b,0.59950,0.01000,,,0.15965,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
198,WASP-43 b,0.60950,0.01000,,,0.15951,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
199,WASP-43 b,0.61950,0.01000,,,0.15984,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
200,WASP-43 b,0.62950,0.01000,,,0.15982,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
201,WASP-43 b,0.63950,0.01000,,,0.15969,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
202,WASP-43 b,0.64950,0.01000,,,0.16088,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
203,WASP-43 b,0.71100,0.01800,,,0.16096,2456301.670000,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014A%26A...563A..41M target=ref> Murgas et al. 2014</a>,Gran Telescopio CANARIAS 10.4m telescope,OSIRIS
